Word Count,Unique Words,Characters,Average Word Lengths,Unique Proportion,Hapax Legomenons,Sentence Count,Average Sentence Length,Punctuation Marks,Stop Words,Complex Verbs,Sophisticated Adjectives,Adverbs,Questions,Exclamations,Contractions,Abstract Nouns,VADER Score,Subjectivity,Polarity,Flesch Reading Score,Gunning Fog,First Person Pronouns,Direct Addresses,Date Entities,Role
120,68,490,4.083333333333333,0.5666666666666667,0.09183673469387756,11,10.909090909090908,34,27,10,1,7,0,0,3,0,0.6742,0.6158730158730159,0.15753968253968254,101.99727272727274,5.03030303030303,1,0,12,3
4,4,10,2.5,1.0,0.4,1,4.0,2,1,0,0,0,0,0,0,0,0.0,0.0,0.0,118.17500000000001,1.6,0,0,0,8
164,89,834,5.085365853658536,0.5426829268292683,0.07074340527577938,13,12.615384615384615,29,54,14,10,17,1,0,3,0,0.8333,0.3538770053475936,0.09487522281639928,61.455994371482205,11.875422138836775,2,0,0,7
58,35,263,4.5344827586206895,0.603448275862069,0.07984790874524715,4,14.5,19,8,1,0,4,0,0,1,0,0.4767,0.5366666666666667,0.41000000000000003,71.0519827586207,9.937931034482759,2,0,3,3
115,65,536,4.660869565217391,0.5652173913043478,0.07835820895522388,9,12.777777777777779,17,41,11,2,6,1,0,0,0,0.9783,0.4644444444444445,0.13333333333333333,76.89685990338167,8.93719806763285,1,0,2,0
197,60,542,2.751269035532995,0.30456852791878175,0.05166051660516605,3,65.66666666666667,72,47,11,5,2,0,0,0,0,0.6187,0.49499999999999994,0.09249999999999999,43.129526226734356,28.500169204737734,2,0,0,1
194,93,803,4.139175257731959,0.4793814432989691,0.06351183063511831,15,12.933333333333334,32,83,18,2,17,0,0,2,0,0.8994,0.40063025210084036,0.19180672268907564,85.55921305841927,7.647560137457045,2,0,0,1
183,74,741,4.049180327868853,0.40437158469945356,0.044534412955465584,14,13.071428571428571,52,49,26,7,11,0,0,3,0,0.9478,0.5047348484848485,0.04867424242424242,77.53143442622951,10.47447306791569,0,0,5,1
208,62,684,3.2884615384615383,0.2980769230769231,0.05263157894736842,10,20.8,83,24,16,2,10,1,0,1,0,0.5499,0.5021428571428571,-0.11285714285714285,92.58165384615386,9.473846153846154,1,0,24,1
295,164,1554,5.2677966101694915,0.5559322033898305,0.08301158301158301,24,12.291666666666666,60,78,14,12,6,0,0,2,0,0.9886,0.4756038647342994,0.14420289855072466,55.844382062146906,11.696327683615818,1,0,1,5
67,42,283,4.223880597014926,0.6268656716417911,0.09187279151943463,4,16.75,7,27,3,0,2,0,0,0,0,0.296,0.5,0.3333333333333333,86.29345149253733,7.297014925373134,1,0,3,0
178,70,590,3.3146067415730336,0.39325842696629215,0.07627118644067797,10,17.8,62,48,13,2,7,0,0,1,0,0.7269,0.6075757575757577,0.20227272727272724,84.68148314606742,9.816629213483147,1,0,1,7
416,123,1726,4.149038461538462,0.2956730769230769,0.027230590961761298,26,16.0,107,116,33,8,8,0,0,3,0,0.8109,0.4409920634920635,-0.04734126984126985,77.52384615384616,10.246153846153847,1,0,31,1
120,72,615,5.125,0.6,0.08455284552845528,8,15.0,14,50,15,2,5,1,0,3,0,0.2263,0.46726190476190477,0.3839285714285714,59.07000000000002,13.333333333333332,1,0,0,5
45,26,193,4.288888888888889,0.5777777777777777,0.07772020725388601,4,11.25,10,13,5,0,4,2,0,0,0,0.0,0.21666666666666665,-0.14166666666666666,80.73625000000003,8.944444444444445,1,0,9,8
410,151,1334,3.2536585365853656,0.36829268292682926,0.08245877061469266,65,6.3076923076923075,167,43,9,0,27,0,0,0,0,-0.2427,0.3,0.0,104.89659474671673,4.2791744840525325,1,0,15,1
232,142,1354,5.836206896551724,0.6120689655172413,0.07902511078286559,16,14.5,32,72,20,8,15,0,0,5,0,-0.1181,0.5050505050505051,0.11893939393939396,44.067500000000024,13.90344827586207,0,0,7,7
66,52,316,4.787878787878788,0.7878787878787878,0.13924050632911392,5,13.2,8,21,8,0,3,0,0,2,0,0.9163,0.5833333333333334,0.1125,75.50972727272729,8.31030303030303,0,0,0,5
939,166,3254,3.465388711395101,0.17678381256656017,0.01782421634910879,46,20.41304347826087,295,218,72,18,27,0,0,1,0,-0.8332,0.5007431457431456,-0.12033189033189033,83.76687908042786,10.976718988748438,6,0,61,1
50,36,222,4.44,0.72,0.11711711711711711,6,8.333333333333334,11,17,3,0,2,0,0,0,0,0.0,0.0,0.0,95.16466666666668,5.733333333333334,1,0,2,3
98,37,333,3.3979591836734695,0.37755102040816324,0.05105105105105105,4,24.5,39,33,6,2,5,0,0,0,0,0.2617,0.1,0.0,85.28178571428573,10.616326530612247,0,0,0,8
427,134,1661,3.889929742388759,0.31381733021077285,0.0403371462974112,26,16.423076923076923,112,135,46,1,36,0,0,1,0,0.9379,0.6444444444444444,-0.19861111111111113,80.4035160331472,10.222626553774095,3,0,4,3
295,144,1348,4.569491525423729,0.488135593220339,0.06824925816023739,13,22.692307692307693,56,92,28,6,14,1,0,6,0,0.795,0.23240740740740742,0.08333333333333333,67.0829856584094,13.14471968709257,4,2,1,0
378,157,1838,4.862433862433862,0.41534391534391535,0.05386289445048966,32,11.8125,93,104,28,6,24,3,0,3,0,0.9873,0.36403508771929827,0.17894736842105266,79.80721726190478,8.53452380952381,2,0,11,1
129,76,503,3.89922480620155,0.5891472868217055,0.10934393638170974,8,16.125,28,47,11,1,11,1,0,0,0,-0.1531,0.6016666666666667,0.065,81.60300872093025,9.860852713178296,3,0,7,3
242,78,1053,4.351239669421488,0.32231404958677684,0.03513770180436847,16,15.125,29,89,24,16,18,2,0,2,0,0.9272,0.7779411764705884,0.1338235294117647,76.11948863636366,10.512809917355373,7,0,0,11
8,8,32,4.0,1.0,0.25,1,8.0,2,2,0,0,1,0,0,0,0,0.0,0.0,0.0,92.965,8.200000000000001,0,0,0,10
31,25,132,4.258064516129032,0.8064516129032258,0.1590909090909091,3,10.333333333333334,5,13,4,0,1,0,0,1,0,0.7684,0.55,0.05,92.64344086021505,6.713978494623657,1,0,0,7
142,55,532,3.7464788732394365,0.3873239436619718,0.05263157894736842,10,14.2,36,60,18,8,4,0,0,1,0,-0.0516,0.5115151515151515,-0.004090909090909078,83.39523943661972,9.623661971830986,2,0,2,1
240,105,1396,5.816666666666666,0.4375,0.04083094555873926,12,20.0,32,76,21,8,11,0,0,0,0,0.9458,0.30000000000000004,0.15555555555555556,37.075000000000045,17.833333333333332,2,0,0,7
66,41,278,4.212121212121212,0.6212121212121212,0.09712230215827339,6,11.0,17,18,11,1,2,0,0,2,0,0.5927,0.775,0.0,79.02454545454547,8.036363636363637,0,0,3,3
291,119,1029,3.536082474226804,0.40893470790378006,0.062196307094266275,15,19.4,91,67,18,2,14,0,0,1,0,0.0,0.6416666666666667,-0.16666666666666666,87.42647422680413,9.821855670103092,5,0,15,3
351,129,1175,3.3475783475783474,0.36752136752136755,0.06553191489361702,24,14.625,105,80,17,2,25,0,0,2,0,0.1913,0.7321428571428571,0.07142857142857142,95.82139423076926,6.875641025641025,2,0,17,1
458,150,1884,4.11353711790393,0.32751091703056767,0.040339702760084924,19,24.105263157894736,88,158,29,4,23,0,0,1,0,0.8942,0.5812499999999999,0.13749999999999998,71.72317972879799,12.524201333026891,5,0,24,1
978,209,3018,3.085889570552147,0.21370143149284254,0.03545394300861498,42,23.285714285714285,392,134,55,19,39,1,0,3,0,-0.9893,0.447070707070707,-0.04325757575757575,81.9914110429448,11.768273444347065,7,0,48,1
40,33,202,5.05,0.825,0.13861386138613863,2,20.0,5,13,6,1,2,0,0,0,0,0.3818,0.4583333333333333,0.10416666666666667,74.44000000000004,9.0,0,0,1,12
50,38,256,5.12,0.76,0.12109375,6,8.333333333333334,7,17,5,0,3,1,0,1,0,0.0,0.1,0.0,73.16866666666668,8.933333333333335,0,0,0,7
77,53,308,4.0,0.6883116883116883,0.13636363636363635,7,11.0,13,29,12,0,7,0,0,2,0,0.5106,0.47490079365079363,0.2901785714285714,98.98428571428575,5.43896103896104,1,0,5,3
166,78,625,3.7650602409638556,0.46987951807228917,0.0816,14,11.857142857142858,35,33,13,1,5,1,0,1,0,-0.8934,0.36583333333333334,-0.03000000000000001,96.94939759036147,6.429604130808951,2,0,3,1
282,81,807,2.8617021276595747,0.2872340425531915,0.05328376703841388,11,25.636363636363637,121,40,18,2,9,0,0,0,0,-0.631,0.66875,-0.375,83.6140909090909,11.814829142488719,1,0,13,1
